"BRAND_OWNER__C","CREATEDBYID","CREATEDDATE","CURRENCYISOCODE","ID","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OWNERID","RECORDTYPEID","SYSTEMMODSTAMP","TYPE__C"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaNMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Hornitos","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaOMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Pillsbury","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaPMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Wise","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaQMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Ponds","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaRMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Kellogg's","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaSMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Kleenex","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaTMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Knox","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaUMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Lubriderm","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaVMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","MGSpirit","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaWMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Maseca","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaXMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Mastusalem","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaYMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Pétalo","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaZMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","San Rafael","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaaMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Scrub Daddy","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTabMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Table Maid","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTacMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Quala","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTadMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Agrifen","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaeMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Alexander","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTafMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Alliviax","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTagMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Amstel","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTahMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Atotonilco","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaiMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","iTunes","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTajMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Maggi","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTakMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Mainstay","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTalMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Maizena","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTamMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Nutresa","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTanMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Providencia","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaoMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Smirnoff","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTapMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Telcel","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaqMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Vikingo","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTarMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Cerveza","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTasMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Cuétara","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTatMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Ricolino","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTauMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Savilé","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTavMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Juizzy","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTawMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","3Uvas","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTaxMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Bolla","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTayMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Deezer","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTazMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Brandy","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb0MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Venus","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb1MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Reese's","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb2MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Electrolit","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb3MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Elite","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb4MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Winis","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb5MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Wiese","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb6MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","XL3","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb7MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Trident","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb8MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Pepper","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTb9MAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Wyborowa","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbAMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Nutella","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbBMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Pinol","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbCMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Miller","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbDMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Opti","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbEMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Inca","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbFMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Pepsi","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbGMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Evenflo","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbHMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Felix","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbIMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Fitzer","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbJMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Tempra Forte","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbKMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Turcos Estrella","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbLMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Tía Rosa","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbMMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Tía Vicky","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbNMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Viña Maipo","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbOMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","De la Viuda","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbPMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Speed Stick","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbQMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Tio Baldo","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbRMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","NAN","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbSMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Del Valle","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbTMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Arreo Beef","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbUMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Betty Crocker","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbVMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Captain Morgan","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbWMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Cat Chow","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbXMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Chips Ahoy","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbYMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Clemente Jacques","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbZMAU","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Coors Light","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbaMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Del Fruto","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbbMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","De la Esquina","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbcMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","El Cazo Mexicano","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbdMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Old Parr","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbeMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Choco huevo","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbfMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","El Pato","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbgMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Old Spice","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbhMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","El Rosal","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbiMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Google Play","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbjMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Flash","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbkMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Frituras","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTblMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Gadus","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbmMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Gillette","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbnMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Granvita","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTboMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Gudupop","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbpMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Torres","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbqMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Riunite","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
"","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","MXN","a0FHp00000upTbrMAE","false","005Hp00000ihVbKIAU","2024-03-03T15:18:57.000Z","","","Nestea","005Hp00000ihVbKIAU","012Hp000001mPmGIAU","2024-03-03T15:18:57.000Z","Brand Owner"
