"ACTIVE_HUBS__C","ADDITIONAL_TAX_RATE__C","AGE_VERIFICATION_REQUIRED__C","ALCOHOL_BY_VOLUME__C","ALCOHOLIC_BEVERAGE__C","ALLOW_FOR_SOON_TO_EXPIRE__C","ARCHIVED_HUBS__C","ASSORTMENT_TYPE__C","AVAILABLE_TO_PURCHASE_VENDOR_PRODUCTS__C","AVALARA_TAX_ID__C","BARCODE_2__C","BARCODE_3__C","BARCODE__C","BRAND_DIVISION__C","BRAND_LINE_OLD__C","BRAND_NAME_OLD__C","BRAND_NAME__C","BRAND_OLD__C","BRAND_OWNER_OLD__C","BRAND_OWNER__C","BRAND_STORY__C","BRAND__C","BUFFER__C","CMS_PRODUCT_LINK__C","CRWN_CONTENT_READY__C","CATEGORY_GROUP__C","CATEGORY_LEVEL_1__C","CATEGORY_LEVEL_2__C","CATEGORY_LEVEL_3__C","CATEGORY_LEVEL_4__C","CATEGORY_LEVEL_5__C","CATEGORY_LEVEL_6__C","CHILE_ALCOHOL_SCHEDULE_AVAILABLE_TO_SALE__C","CLUSTERS_IN_DISCONTINUATION__C","CONTENT_RELEVANCE__C","COUNTRY_DEFAULT_COMPARE_AT_PRICE__C","COUNTRY_DEFAULT_PRICE__C","COUNTRY_RECOMMENDED_RETAIL_PRICE__C","COUNTRY__C","CREATEDBYID","CREATEDDATE","CURRENCYISOCODE","CUSTOMER_DELIVERY_OPTION__C","CUSTOMER_FULFILLMENT_TYPE__C","CYCLE_COUNT_FREQUENCY__C","DC_TEMPERATURE_DIFFERS_FROM_HUB_TEMP__C","DC_TEMPERATURE_STORAGE_REQUIREMENTS__C","DEFAULT_TAX_RATE__C","DRAFT_HUBS__C","EXCLUDE_FROM_PROMOTIONS__C","EXPIRY_DATE_TRACKING_REQUIRED__C","EXTERNAL_UNIQUE_IDENTIFIER__C","FRESH_PRODUCT__C","GLOBAL_CATEGORY_TREE__C","GLOBAL_NAME__C","GROSS_WEIGHT_UOM__C","GROSS_WEIGHT__C","HEIGHT_UOM__C","HUB_ADDITIONAL_STORAGE_REQUIREMENTS__C","HUB_TEMPERATURE_STORAGE__C","IEPS__C","ID","ISDELETED","IS_BUNDLE__C","IS_GENERIC_PRODUCT__C","IS_KEY_VALUE_ITEM__C","JOKR_ENTITY__C","JOKR_UPID__C","KEY_VALUE_ITEM__C","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","LENGTH_UOM__C","LOCAL_HERO_PRODUCT__C","LONG_DESCRIPTION__C","MAXIMUM_ACCEPTABLE_RECEPTION_TEMP_C__C","MAXIMUM_QUANTITY__C","MINIMUM_ACCEPTABLE_RECEPTION_TEMP_C__C","MINIMUM_QUANTITY__C","NAME","NET_WEIGHT_UOM__C","NET_WEIGHT__C","NETSUITEID__C","NEXT_STATUS__C","NOTES__C","NUTRITIONAL_TABLE_REQUIRED__C","OPEN_CATALOGUE_URL__C","PRIVATE_LABEL_PRODUCT__C","PRODUCT_CONTENT_READY__C","PRODUCT_DESCRIPTION__C","PRODUCT_HEIGHT__C","PRODUCT_LENGTH__C","PRODUCT_OWNERSHIP__C","PRODUCT_REGISTRATION_STEP__C","PRODUCT_TITLE__C","PRODUCT_TYPE__C","PRODUCT_WIDTH__C","PUBLIC_IMAGE_URL__C","PURCHASING_STATUS__C","PURCHASING_UNAVAILABLE__C","QUALITY_TECHNICAL_CARD__C","RECEPTION_TEMPERATURE_TRACKING_REQUIRED__C","SKU__C","SEARCH_TERMS__C","SELLING_QUANTITY_UOM__C","SELLING_QUANTITY__C","SELLING_UOM__C","SHELF_LIFE_INBOUND_MINIMUM__C","SHELF_LIFE_OUTBOUND_MINIMUM__C","SHELF_LIFE_TRACKING_REQUIRED__C","SHELF_LIFE_TYPE__C","SHORT_DESCRIPTION__C","SOON_TO_EXPIRE_DEFAULT_DISCOUNT__C","SPECIAL_PACKAGING_REQUIREMENTS__C","STATUS__C","SUB_CATEGORY_CO__C","SUB_CATEGORY_MX__C","SUB_CATEGORY_PE__C","SUB_CATEGORY_US__C","SUBSTITUTE_1__C","SUBSTITUTE_2__C","SUBSTITUTE_3__C","SYSTEMMODSTAMP","TAX_CODE_2__C","TAX_CODE__C","TAX_PERCENTAGE_2__C","TAX_PERCENTAGE__C","TAXATION_READY__C","TESTDATEVALUE__C","TO_DISCONTINUE_WHEN_OUT_OF_STOCK__C","TOPSORT_VENDOR__C","TOTAL_SHELF_LIFE_IN_DAYS__C","TOTAL_TAX_RATE__C","TRANSPORT_TEMPERATURE__C","UI_CATEGORIES__C","UI_CONTENT_1_UOM__C","UI_CONTENT_1__C","UI_CONTENT_2_UOM__C","UI_CONTENT_2__C","UOM2__C","UNIT_VOLUME_IN_CM3__C","VALID_CLUSTERS__C","VENDOR_ACCOUNT__C","VENDOR_NAME__C","VENDOR_TEST_ITEM__C","VENDOR_MINIMUM_PRICE__C","VENDOR_REVENUE_SHARE_PERCENTAGE__C","VOLUME_UOM__C","VOLUME__C","WARRANTY_OFFERED__C","WIDTH_UOM__C","X18_CHAR_ID__C","YIELD_UOM__C","YIELD__C","COMPETITOR_PRICE_BENCHMARK_URL_1__C","COMPETITOR_PRICE_BENCHMARK_URL_2__C","COMPETITOR_PRICE_BENCHMARK_URL_3__C"
"0.0","","No","","","false","0.0","Standard","0.0","","","","706460249439","","","","Pedigree","","","Pedigree","","a0FD40000025JfMMAU","","","","Oxxo: Mascotas","Mascotas","","","","","","false","","High","","12.9","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSHNQIA4","0.0","false","No","MX_706460249439","false","a0JD4000002i1A8MAI","","","","","","Room Temperature","","a0UD4000001hRgfMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Alimento para perro Pouch Pedigree Razas Pequeñas Res y Vegetales 100 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Alimento para perro Pouch Pedigree Razas Pequeñas Res y Vegetales 100 g","","","https://mioxxo.imgix.net/img/706460249439.png","","true","","No","706460249439","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","","IVA16","0.0","16.0","false","14:33:39.000","false","Pedigree","","16.0","","","g","100.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgfMAE","","","","",""
"0.0","","No","","","false","0.0","Standard","0.0","","","","706460249484","","","","Pedigree","","","Pedigree","","a0FD40000025JfMMAU","","","","Oxxo: Mascotas","Mascotas","","","","","","false","","High","","12.9","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSHNQIA4","0.0","false","No","MX_706460249484","false","a0JD4000002i1A8MAI","","","","","","Room Temperature","","a0UD4000001hRggMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Alimento para perro Pouch Pedigree Razas Pequeñas Res 100 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Alimento para perro Pouch Pedigree Razas Pequeñas Res 100 g","","","https://mioxxo.imgix.net/img/706460249484.png","","true","","No","706460249484","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","","IVA16","0.0","16.0","false","14:33:39.000","false","Pedigree","","16.0","","","g","100.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRggMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886145483","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","6.5","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886145483","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRghMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Peloneta del Puesto Sandia 9 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Peloneta del Puesto Sandia 9 g","","","https://mioxxo.imgix.net/img/719886145483.png","","true","","No","719886145483","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","9.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRghMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886145506","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","6.5","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886145506","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgiMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Peloneta del Puesto Mango 9 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Peloneta del Puesto Mango 9 g","","","https://mioxxo.imgix.net/img/719886145506.png","","true","","No","719886145506","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","9.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgiMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886180507","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","25.5","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886180507","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgjMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pelonazo Limon y Sal 73 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pelonazo Limon y Sal 73 g","","","https://mioxxo.imgix.net/img/719886180507.png","","true","","No","719886180507","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","73.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgjMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886211713","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","12.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886211713","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgkMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pelon Pelo Rico Tamarindo 30 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pelon Pelo Rico Tamarindo 30 g","","","https://mioxxo.imgix.net/img/719886211713.png","","true","","No","719886211713","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","30.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgkMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886211799","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","12.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886211799","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRglMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pelón Pelorico Mango 30 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pelón Pelorico Mango 30 g","","","https://mioxxo.imgix.net/img/719886211799.png","","true","","No","719886211799","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","30.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRglMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886211898","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","26.5","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886211898","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgmMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pelonazo Tamarindo 80 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pelonazo Tamarindo 80 g","","","https://mioxxo.imgix.net/img/719886211898.png","","true","","No","719886211898","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","80.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgmMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886212475","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","8.5","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886212475","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgnMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pelon Pelo Rasta Tamarindo 20 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pelon Pelo Rasta Tamarindo 20 g","","","https://mioxxo.imgix.net/img/719886212475.png","","true","","No","719886212475","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","20.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgnMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886250330","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","9.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886250330","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgoMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pelon Peloneta Tamarindo - Mango 21 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pelon Peloneta Tamarindo - Mango 21 g","","","https://mioxxo.imgix.net/img/719886250330.png","","true","","No","719886250330","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","21.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgoMAE","","","","",""
"0.0","","No","","","false","0.0","Standard","0.0","","","","719886400308","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","15.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886400308","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgpMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pelon Pelonetes Limon y Sal 30 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pelon Pelonetes Limon y Sal 30 g","","","https://mioxxo.imgix.net/img/719886400308.png","","true","","No","719886400308","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","","IVA0","0.0","0.0","false","14:33:39.000","false","Hershey's","","0.0","","","g","30.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgpMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","719886450068","","","","Hershey's","","","Hershey's","","a0FD40000025JhpMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","12.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_719886450068","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgqMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pelon Pelo Rico Limon y Sal 30 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pelon Pelo Rico Limon y Sal 30 g","","","https://mioxxo.imgix.net/img/719886450068.png","","true","","No","719886450068","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Hershey's","","8.0","","","g","30.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgqMAE","","","","",""
"0.0","","Yes - 18+","","Yes","false","0.0","Standard","0.0","","","","721059712750","","","","Skyy","","","Skyy","","a0FD40000025JdWMAU","","","","Oxxo: Vinos y Licores","Vinos y Licores","","","","","","false","","High","","32.5","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSHNQIA4","0.0","false","No","MX_721059712750","false","a0JD4000002i1A4MAI","","","","","","Room Temperature","","a0UD4000001hRgrMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Skyy Cosmo 275 ml","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Skyy Cosmo 275 ml","","","https://mioxxo.imgix.net/img/721059712750.png","","true","","No","721059712750","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","","IVA16","0.0","16.0","false","14:33:39.000","false","Skyy","","16.0","","","ml","275.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgrMAE","","","","",""
"0.0","a0dD4000002R7tTIAS","Yes - 18+","","Yes","false","0.0","Standard","0.0","","","","721733005888","","","","Patrón","","","Patrón","","a0FD40000025JkyMAE","","","","Oxxo: Vinos y Licores","Vinos y Licores","","","","","","false","","High","","769.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_721733005888","false","a0JD4000002i1A4MAI","","","","","","Room Temperature","","a0UD4000001hRgsMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Patron Tequila Silver 700 ml","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Patron Tequila Silver 700 ml","","","https://mioxxo.imgix.net/img/721733005888.png","","true","","No","721733005888","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS53","IVA0","53.0","0.0","false","14:33:39.000","false","Patrón","","53.0","","","ml","700.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgsMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","722082008063","","","","San Pablo","","","San Pablo","","a0FD40000025JkbMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","16.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_722082008063","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgtMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Oblea con cajeta San Pablo 50 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Oblea con cajeta San Pablo 50 g","","","https://mioxxo.imgix.net/img/722082008063.png","","true","","No","722082008063","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","San Pablo","","8.0","","","g","50.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgtMAE","","","","",""
"0.0","","Yes - 18+","","Yes","false","0.0","Standard","0.0","","","","723830000100","","","","Lagunitas","","","Lagunitas","","a0FD40000025JlRMAU","","","","Oxxo: Cerveza","Cerveza","","","","","","false","","High","","37.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSHNQIA4","0.0","false","No","MX_723830000100","false","a0JD4000002i19gMAA","","","","","","Room Temperature","","a0UD4000001hRguMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Cerveza Lagunitas IPA 355 ml","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Cerveza Lagunitas IPA 355 ml","","","https://mioxxo.imgix.net/img/723830000100.png","","true","","No","723830000100","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","","IVA16","0.0","16.0","false","14:33:39.000","false","Lagunitas","","16.0","","","ml","355.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRguMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","724869004879","","","","de la Rosa","","","de la Rosa","","a0FD40000025JlaMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","19.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_724869004879","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgvMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Mazapán Gigante con chocolate 66 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Mazapán Gigante con chocolate 66 g","","","https://mioxxo.imgix.net/img/724869004879.png","","true","","No","724869004879","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","de la Rosa","","8.0","","","g","66.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgvMAE","","","","",""
"0.0","","No","","","false","0.0","Standard","0.0","","","","725181035015","","","","Lucas","","","Lucas","","a0FD40000025JlwMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","13.5","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_725181035015","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgwMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Lucas Gusano Chamoy 36 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Lucas Gusano Chamoy 36 g","","","https://mioxxo.imgix.net/img/725181035015.png","","true","","No","725181035015","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","","IVA0","0.0","0.0","false","14:33:39.000","false","Lucas","","0.0","","","g","36.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgwMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","725181207016","","","","Lucas","","","Lucas","","a0FD40000025JlwMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","12.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_725181207016","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgxMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Skwinkles rellenos 26 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Skwinkles rellenos 26 g","","","https://mioxxo.imgix.net/img/725181207016.png","","true","","No","725181207016","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","Lucas","","8.0","","","g","26.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgxMAE","","","","",""
"0.0","a0dHp00003rSRcCIAW","No","","","false","0.0","Standard","0.0","","","","725226002866","","","","de la Rosa","","","de la Rosa","","a0FD40000025JlaMAE","","","","Oxxo: Dulcería","Dulcería","","","","","","false","","High","","11.0","","Mexico","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","MXN","Rapid Delivery","Core","","false","","a0dHp00003rSLEhIAO","0.0","false","No","MX_725226002866","false","a0JD4000002i18YMAQ","","","","","","Room Temperature","","a0UD4000001hRgyMAE","false","false","false","0.0","001Hp00002kvRgtIAE","","false","005Hp00000ihVbKIAU","2024-03-28T14:33:39.000Z","","","","false","","","99.0","","1.0","Pulparindots Sandia 30 g","","","","01: Ready to be updated to Inactive","","","","false","false","","","","JOKR owned","Draft","Pulparindots Sandia 30 g","","","https://mioxxo.imgix.net/img/725226002866.png","","true","","No","725226002866","","","","","","","","","","","","Active","","","","","","","","2024-03-28T14:33:39.000Z","IEPS8","IVA0","8.0","0.0","false","14:33:39.000","false","de la Rosa","","8.0","","","g","30.0","","","ea","0.0","","","","","","","","","","","a0UD4000001hRgyMAE","","","","",""
