"AGE_VERIFICATION_REQUIRED__C","AISLE__C","AVAILABLE_QUANTITY__C","AVAILABLE_TO_SELL_QUANTITY__C","AVERAGE_UNITARY_COST__C","BARCODE_2__C","BARCODE_3__C","BARCODE_TEXT__C","BARCODE__C","BAY__C","BIN__C","CASE_SAFE_ID__C","CATEGORY_LEVEL_1__C","CATEGORY_LEVEL_2__C","CHARGE_TAX__C","CITY_CODE__C","COMMITTED_QUANTITY__C","COMPARE_AT_PRICE__C","CONTENT_READY__C","COUNTRY__C","CREATEDBYID","CREATEDDATE","CURRENCYISOCODE","DC_VENDOR_PRODUCT__C","DSI_TARGET_OVERRIDE_END_DATE__C","DSI_TARGET_OVERRIDE__C","DAILY_QUALITY_CHECK_1__C","DAILY_QUALITY_CHECK_2__C","DAILY_QUALITY_CHECK_3__C","DEFAULT_LOCATION__C","DELAGE_EXTERNAL_ID__C","DISCOUNT_PERCENT__C","EXCLUDE_FROM_AUTO_ACTIVATION__C","EXTERNAL_ID__C","GENERATE_ORDER_PROPOSAL__C","HUB_CITY__C","HUB_KVI__C","HUB_NAME__C","HUB_SKU_TEXT__C","HUB_SKU__C","HUB_SALES_RANK__C","HUB_STATE__C","HUB__C","ID","INCORRECT_LOCATION__C","ISDELETED","IS_DC_HUB_PRODUCT__C","IS_DSI_DATE_TODAY__C","IS_OUT_OF_STOCK__C","JOKR_PRODUCT_STATUS__C","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","LAST_CONTENT_CHANGE__C","LAST_QUANTITY_ADDED_SELLING_UOM__C","LAST_UNIT_COST__C","LAST_COST_ADDED__C","LONG_DESCRIPTION__C","MAIN_VENDOR_NAME__C","MAIN_VENDOR_PRODUCT__C","MAIN_VENDOR_TYPE__C","MAXIMUM_QUANTITY__C","NAME","NOTES__C","NUMBER_OF_INVENTORIES__C","OBJECTIVE_STOCK_PLUS__C","ON_HAND_COST__C","ON_HAND_QUANTITY__C","PHYSICAL_LOCATION__C","PLUS_AISLE__C","PLUS_BAY__C","PLUS_BIN__C","PLUS_DEFAULT_LOCATION__C","PLUS_ROW__C","PRICE_COMPARE_PRICE_CHECK__C","PRICE__C","PRICE_AND_COMPARE_AT_PRICE__C","PRODUCT_INFO__C","PRODUCT_TITLE__C","PRODUCT_TITLE_TEXT__C","PRODUCT__C","PROMOTION_COMPARE_AT_PRICE__C","PROMOTION_END__C","PROMOTION_ENDED__C","PROMOTION_NAME__C","PROMOTION_PRICE__C","PROMOTION_START__C","PROMOTION_ONGOING__C","PROMOTION_STARTED__C","PURCHASING_STATUS__C","QUALITY_CHECK_TIMES_LEFT__C","REPLENISHED_BY__C","REPLENISHMENT_MODE__C","RETAIL_PRICE__C","ROW__C","SEND_INVENTORY__C","SHOPIFY_INVENTORY_ITEM_ID__C","SHOPIFY_PRODUCT_ID__C","SHOPIFY_VARIANT_ID__C","SHOW_IF_OUT_OF_STOCK__C","SOON_TO_EXPIRE_DISCOUNT__C","STATUS_NEXT_STEP__C","STATUS__C","SUB_CATEGORIES__C","SUBMIT_TO_INTEGRATION__C","SYSTEMMODSTAMP","TO_DISCONTINUE_WHEN_OUT_OF_STOCK__C","TRANSFER_TYPE__C","UNIQUE_EXTERNAL_IDENTIFIER__C","UPCOMING_PROMOTION_PRICE__C","UPCOMING_PROMOTION_DISCOUNT__C","VENDOR_PRODUCT_2__C","VENDOR_PRODUCT_3__C","X18_CHAR_ID__C","ZONE__C"
"No","","0.0","0.0","0.01","","","","7501001604103","","","a0LHp00000QHaohMAD","Staples & Pantry","Cooking Sauces & Kits","false","508","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:11.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","508GY","508GY_7501001604103","508GY_7501001604103","","Nuevo Leon","a0AHp000013OKbhMAG","a0LHp00000QHaohMAD","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-01-30T08:50:11.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RQUzIAO","External Supplier","99.0","0013","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","30.0","false","7501001604103=Core=99=No","Maggi Salsa Original 100 ml","Maggi Salsa Original 100 ml","a0UHp00000TkSSmMAN","","","false","","","","false","false","","0.0","","Replenish","30.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_7501001604103","","","","","a0LHp00000QHaohMAD","Zone 1"
"No","","0.0","0.0","0.01","","","","7501086801138","","","a0LHp00000QHaorMAD","Beverages","Water","false","508","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:52.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","508GY","508GY_7501086801138","508GY_7501086801138","","Nuevo Leon","a0AHp000013OKbhMAG","a0LHp00000QHaorMAD","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-01-30T08:50:53.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RPwyIAG","External Supplier","0.0","0025","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","25.0","false","7501086801138=Core=0=No","Agua Epura 5lt","Agua Epura 5lt","a0UHp00000TkRUoMAN","","","false","","","","false","false","","0.0","","Replenish","25.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_7501086801138","","","","","a0LHp00000QHaorMAD","Zone 1"
"Yes - 18+","A","30.0","30.0","310.0","","","","638478000064","B","1","a0LHp00000QHaotMAD","Beer, Wine & Spirits","Spirits","false","504","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:33.000Z","MXN","","","","","","","A-B-2-1","","","false","","YES","Monterrey","false","504LX","504LX_638478000064","504LX_638478000064","","Nuevo Leon","a0AHp000013OG0hMAG","a0LHp00000QHaotMAD","false","false","false","false","0.0","Active","","005Hp00000igmrCIAQ","2024-02-15T16:33:08.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RTEbIAO","External Supplier","0.0","0020","","6.0","","9300.0","30.0","","","","","---","","No Promotion - OK","375.0","false","638478000064=Core=0=No","Tequila Don Ramón 750 ml","Tequila Don Ramón 750 ml","a0UHp00000TkTwSMAV","","","false","","","","false","false","","0.0","","Replenish","375.0","2","","","","","true","","00: Waiting for Content Ready to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_638478000064","","","","","a0LHp00000QHaotMAD","No Zone"
"Yes - 18+","","0.0","0.0","0.01","","","","638478000064","","","a0LHp00000QHaouMAD","Beer, Wine & Spirits","Spirits","false","508","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:33.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","508GY","508GY_638478000064","508GY_638478000064","","Nuevo Leon","a0AHp000013OKbhMAG","a0LHp00000QHaouMAD","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-01-30T08:50:33.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RTEbIAO","External Supplier","0.0","0021","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","375.0","false","638478000064=Core=0=No","Tequila Don Ramón 750 ml","Tequila Don Ramón 750 ml","a0UHp00000TkTwSMAV","","","false","","","","false","false","","0.0","","Replenish","375.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_638478000064","","","","","a0LHp00000QHaouMAD","Zone 1"
"Yes - 18+","","0.0","0.0","0.01","","","","638478000064","","","a0LHp00000QHaovMAD","Beer, Wine & Spirits","Spirits","false","501","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:33.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","5017Q","5017Q_638478000064","5017Q_638478000064","","Nuevo Leon","a0AHp000013OKbcMAG","a0LHp00000QHaovMAD","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-01-30T08:50:33.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RTEbIAO","External Supplier","0.0","0022","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","375.0","false","638478000064=Core=0=No","Tequila Don Ramón 750 ml","Tequila Don Ramón 750 ml","a0UHp00000TkTwSMAV","","","false","","","","false","false","","0.0","","Replenish","375.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_638478000064","","","","","a0LHp00000QHaovMAD","Zone 1"
"No","","0.0","0.0","0.01","","","","7501086801138","","","a0LHp00000QHap2MAD","Beverages","Water","false","501","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:52.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","5017Q","5017Q_7501086801138","5017Q_7501086801138","","Nuevo Leon","a0AHp000013OKbcMAG","a0LHp00000QHap2MAD","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-01-30T08:50:53.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RPwyIAG","External Supplier","0.0","0026","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","25.0","false","7501086801138=Core=0=No","Agua Epura 5lt","Agua Epura 5lt","a0UHp00000TkRUoMAN","","","false","","","","false","false","","0.0","","Replenish","25.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_7501086801138","","","","","a0LHp00000QHap2MAD","Zone 1"
"No","","0.0","0.0","0.01","3249812093","","","21136020373","","","a0LHp00000QHap3MAD","Beverages","Water","false","508","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:51:04.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","508GY","508GY_21136020373","508GY_21136020373","","Nuevo Leon","a0AHp000013OKbhMAG","a0LHp00000QHap3MAD","false","false","false","false","1.0","Active","","005Hp00000igLP3IAM","2024-03-14T14:09:32.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RPJbIAO","External Supplier","0.0","0027","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","61.0","false","21136020373=Core=0=No","Agua Mineral Topo Chico 355mL 4pk","Agua Mineral Topo Chico 355mL 4pk","a0UHp00000TkRQ7MAN","","","false","","","","false","false","","0.0","","Replenish","61.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-03-14T14:09:32.000Z","false","","MX_21136020373","","","","","a0LHp00000QHap3MAD","Zone 1"
"No","","12.0","12.0","48.0","3249812093","","","21136020373","","","a0LHp00000QHap4MAD","Beverages","Water","false","501","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:51:04.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","5017Q","5017Q_21136020373","5017Q_21136020373","","Nuevo Leon","a0AHp000013OKbcMAG","a0LHp00000QHap4MAD","false","false","false","false","0.0","Active","","005Hp00000igHBGIA2","2024-01-31T07:46:21.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RPJbIAO","External Supplier","0.0","0028","","6.0","","576.0","12.0","","","","","---","","No Promotion - OK","61.0","false","21136020373=Core=0=No","Agua Mineral Topo Chico 355mL 4pk","Agua Mineral Topo Chico 355mL 4pk","a0UHp00000TkRQ7MAN","","","false","","","","false","false","","0.0","","Replenish","61.0","","","","","","true","","00: Waiting for Content Ready to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_21136020373","","","","","a0LHp00000QHap4MAD","Zone 1"
"No","","0.0","0.0","0.01","","","","014800515329","","","a0LHp00000QHcGLMA1","Beverages","Juices","false","506","0.0","","true","Mexico","005Hp00000igHBGIA2","2024-01-31T16:35:50.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","50645","50645_014800515329","50645_014800515329","","","a0AHp000013OG1VMAW","a0LHp00000QHcGLMA1","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-02-15T16:37:44.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RUQKIA4","External Supplier","99.0","0029","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","38.0","false","014800515329=Core=99=No","Jugo de tomate y almeja Clamato 473 ml","Jugo de tomate y almeja Clamato 473 ml","a0UHp00000TkZybMAF","","","false","","","","false","false","","0.0","","Replenish","38.0","","","","","","true","","00: Waiting for Inventory to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_014800515329","","","","","a0LHp00000QHcGLMA1","Zone 1"
"No","","0.0","0.0","0.01","","","","014800515329","","","a0LHp00000QHcGMMA1","Beverages","Juices","false","504","0.0","","true","Mexico","005Hp00000igHBGIA2","2024-01-31T16:35:50.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","504LX","504LX_014800515329","504LX_014800515329","","Nuevo Leon","a0AHp000013OG0hMAG","a0LHp00000QHcGMMA1","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-02-15T16:37:44.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RUQKIA4","External Supplier","99.0","0030","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","35.0","false","014800515329=Core=99=No","Jugo de tomate y almeja Clamato 473 ml","Jugo de tomate y almeja Clamato 473 ml","a0UHp00000TkZybMAF","","","false","","","","false","false","","0.0","","Replenish","35.0","","","","","","true","","00: Waiting for Inventory to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_014800515329","","","","","a0LHp00000QHcGMMA1","Zone 1"
"No","","0.0","0.0","0.01","","","","014800515329","","","a0LHp00000QHcGQMA1","Beverages","Juices","false","508","0.0","38.0","true","Mexico","005Hp00000igHBGIA2","2024-01-31T16:40:06.000Z","MXN","","","","","","","---","","-61.0","false","","YES","Monterrey","false","508GY","508GY_014800515329","508GY_014800515329","","Nuevo Leon","a0AHp000013OKbhMAG","a0LHp00000QHcGQMA1","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-02-15T16:37:44.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RUQKIA4","External Supplier","99.0","0031","","6.0","","0.0","0.0","","","","","---","","Promotion - OK","15.0","true","014800515329=Core=99=No","Jugo de tomate y almeja Clamato 473 ml","Jugo de tomate y almeja Clamato 473 ml","a0UHp00000TkZybMAF","","","false","","15.0","","false","false","","0.0","","Replenish","38.0","","","","","","true","","00: Waiting for Inventory to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_014800515329","","","","","a0LHp00000QHcGQMA1","Zone 1"
"Yes - 21+","","0.0","0.0","0.01","","","","12345553509823","","","a0LHp00000QHrmzMAD","Staples & Pantry","Cooking Sauces & Kits","false","504","0.0","23.0","false","Mexico","005Hp00000igHBGIA2","2024-02-14T18:04:03.000Z","MXN","","","","","","","---","","-22.0","false","","NO","Monterrey","false","504LX","504LX_12345","504LX_12345","","Nuevo Leon","a0AHp000013OG0hMAG","a0LHp00000QHrmzMAD","false","false","false","false","1.0","To Be Discontinued","","005Hp00000igHBGIA2","2024-02-14T18:11:01.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RkBcIAK","External Supplier","2.0","0032","","6.0","","0.0","0.0","","","","","---","","Promotion - OK","18.0","true","12345=Core=2=No","Test Product","Test Product","a0UHp00000TklNTMAZ","","","false","","18.0","","false","false","","0.0","","Do Not Replenish","23.0","","","","","","false","","03: Ready to Archive","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_12345","","","","","a0LHp00000QHrmzMAD","Zone 1"
"Yes - 16+","","0.0","0.0","0.01","","","","7501198350015","","","a0LHp00000QHaoxMAD","Beverages","Water","false","508","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:43.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","508GY","508GY_7501198350012","508GY_7501198350012","","Nuevo Leon","a0AHp000013OKbhMAG","a0LHp00000QHaoxMAD","false","false","false","false","1.0","Active","","005Hp00000igLP3IAM","2024-03-14T14:09:32.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RPK5IAO","External Supplier","4.0","0023","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","13.0","false","7501198350012=Core=4=No","Canada Dry Agua Mineral 65ml","Canada Dry Agua Mineral 65ml","a0UHp00000TkRQ3MAN","","","false","","","","false","false","","0.0","","Replenish","13.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-03-14T14:09:32.000Z","false","","MX_7501198350012","","","","","a0LHp00000QHaoxMAD","Zone 1"
"Yes - 16+","","0.0","0.0","0.01","","","","7501198350015","","","a0LHp00000QHaoyMAD","Beverages","Water","false","501","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:43.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","5017Q","5017Q_7501198350012","5017Q_7501198350012","","Nuevo Leon","a0AHp000013OKbcMAG","a0LHp00000QHaoyMAD","false","false","false","false","1.0","Active","","005Hp00000igpOJIAY","2024-03-08T13:46:36.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RPK5IAO","External Supplier","4.0","0024","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","13.0","false","7501198350012=Core=4=No","Canada Dry Agua Mineral 65ml","Canada Dry Agua Mineral 65ml","a0UHp00000TkRQ3MAN","","","false","","","","false","false","","0.0","","Replenish","13.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-03-08T13:46:36.000Z","false","","MX_7501198350012","","","","","a0LHp00000QHaoyMAD","Zone 1"
"Yes - 21+","","0.0","0.0","0.01","","","","12345553509823","","","a0LHp00000QHrn0MAD","Staples & Pantry","Cooking Sauces & Kits","false","506","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-02-14T18:04:03.000Z","MXN","","","","","","","---","","","false","","NO","Monterrey","false","50645","50645_12345","50645_12345","","","a0AHp000013OG1VMAW","a0LHp00000QHrn0MAD","false","false","false","false","1.0","To Be Discontinued","","005Hp00000igHBGIA2","2024-02-14T18:12:07.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RkBcIAK","External Supplier","2.0","0033","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","23.0","false","12345=Core=2=No","Test Product","Test Product","a0UHp00000TklNTMAZ","","2024-02-18","false","Dia del Pan","","2024-02-15","false","false","","0.0","","Do Not Replenish","23.0","","","","","","false","","03: Ready to Archive","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_12345","","20.0","","","a0LHp00000QHrn0MAD","Zone 1"
"No","","150.0","150.0","1.47","","","","014800515329","","","a0LHp00000QHyswMAD","Beverages","Juices","false","501","0.0","","true","Mexico","005Hp00000ihVbKIAU","2024-02-28T15:00:41.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","5017Q","5017Q_014800515329","5017Q_014800515329","","Nuevo Leon","a0AHp000013OKbcMAG","a0LHp00000QHyswMAD","false","false","false","false","0.0","Active","","005D4000005essXIAQ","2024-03-15T09:56:46.000Z","2024-03-15T06:50:22.000Z","2024-03-15T06:50:22.000Z","","","110.0","","","FEMSA SA de CV","a0kHp000027RUQKIA4","External Supplier","99.0","0034","","6.0","","220.0","150.0","","","","","---","","No Promotion - OK","32.0","false","014800515329=Core=99=No","Jugo de tomate y almeja Clamato 473 ml","Jugo de tomate y almeja Clamato 473 ml","a0UHp00000TkZybMAF","","","false","","","","false","false","","0.0","","Replenish","32.0","","","","","","true","","01: Ready to Activate","Draft","","false","2024-03-15T09:56:46.000Z","false","","MX_014800515329","","","","","a0LHp00000QHyswMAD","Zone 1"
"No","","0.0","0.0","0.01","","","","7501001604103","","","a0LHp00000QHaoiMAD","Staples & Pantry","Cooking Sauces & Kits","false","501","0.0","","false","Mexico","005Hp00000igHBGIA2","2024-01-30T08:50:11.000Z","MXN","","","","","","","---","","","false","","YES","Monterrey","false","5017Q","5017Q_7501001604103","5017Q_7501001604103","","Nuevo Leon","a0AHp000013OKbcMAG","a0LHp00000QHaoiMAD","false","false","false","false","1.0","Active","","005Hp00000igHBGIA2","2024-01-30T08:50:11.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RQUzIAO","External Supplier","99.0","0014","","6.0","","0.0","0.0","","","","","---","","No Promotion - OK","30.0","false","7501001604103=Core=99=No","Maggi Salsa Original 100 ml","Maggi Salsa Original 100 ml","a0UHp00000TkSSmMAN","","","false","","","","false","false","","0.0","","Replenish","30.0","","","","","","true","","00: Waiting for Inventory and Content Ready to Activate","Draft","","false","2024-02-29T14:33:07.000Z","false","","MX_7501001604103","","","","","a0LHp00000QHaoiMAD","Zone 1"
"No","A","677.0","0.0","43.93","3249812093","","","21136020373","A","4","a0LHp00000QHWsLMAX","Beverages","Water","false","504","0.0","","false","Mexico","005Hp00000igZMVIA2","2024-01-23T12:50:25.000Z","MXN","","","","","","","A-A-3-4","","","false","","NO","Monterrey","false","504LX","504LX_21136020373","504LX_21136020373","","Nuevo Leon","a0AHp000013OG0hMAG","a0LHp00000QHWsLMAX","true","false","false","false","1.0","Active","","005Hp00000igpOJIAY","2024-03-15T13:28:55.000Z","","","","","48.0","","","FEMSA SA de CV","a0kHp000027RPJbIAO","External Supplier","0.0","0000","","2.0","","29740.38","677.0","","","","","---","","No Promotion - OK","61.0","false","21136020373=Core=0=No","Agua Mineral Topo Chico 355mL 4pk","Agua Mineral Topo Chico 355mL 4pk","a0UHp00000TkRQ7MAN","","","false","","","","false","false","","0.0","Vendor","Do Not Replenish","61.0","3","","","","","true","","03: Ready to Archive","Active","","true","2024-03-15T13:28:55.000Z","false","","MX_21136020373","","","","","a0LHp00000QHWsLMAX","No Zone"
"Yes - 21+","","101.0","101.0","15.0","","","","12345553509823","","","a0LD4000002FNZCMA4","Staples & Pantry","Cooking Sauces & Kits","false","501","0.0","21.0","false","Mexico","005Hp00000igHBGIA2","2024-03-11T14:33:08.000Z","MXN","","","","","","","---","","-10.0","false","","YES","Monterrey","false","5017Q","5017Q_12345","5017Q_12345","","Nuevo Leon","a0AHp000013OKbcMAG","a0LD4000002FNZCMA4","false","false","false","false","0.0","To Be Discontinued","","005Hp00000igpOJIAY","2024-03-11T15:01:37.000Z","","","","","","","","FEMSA SA de CV","a0kHp000027RkBcIAK","External Supplier","2.0","0035","","6.0","","1515.0","101.0","","","","","---","","Promotion - OK","19.0","true","12345=Core=2=No","Test Product","Test Product","a0UHp00000TklNTMAZ","","","false","","19.0","","false","false","","0.0","","Replenish","21.0","","","","","","true","","02: Ready to set DNR - External supplier","Active","","false","2024-03-11T15:01:37.000Z","false","","MX_12345","","","","","a0LD4000002FNZCMA4","Zone 1"
